Sim	N	K	p	q	r	successRate	nGen	nEggs
99	100.0	200.0	0.2	0.2	0.6	0.4	100.0
100	100.0	200.0	0.2	0.2	0.6	0.4	100.0
101	100.0	200.0	0.2	0.2	0.6	0.4	100.0
102	100.0	200.0	0.2	0.2	0.6	0.4	100.0
103	100.0	200.0	0.2	0.2	0.6	0.4	100.0
104	100.0	200.0	0.2	0.2	0.6	0.4	100.0
105	100.0	200.0	0.2	0.2	0.6	0.4	100.0
106	100.0	200.0	0.2	0.2	0.6	0.4	100.0
107	100.0	200.0	0.2	0.2	0.6	0.4	100.0
107	100.0	200.0	0.2	0.2	0.6	0.4	100.0
108	100.0	200.0	0.2	0.2	0.6	0.4	100.0
109	100.0	200.0	0.2	0.2	0.6	0.4	100.0
110	100.0	200.0	0.2	0.2	0.6	0.4	100.0
111	100.0	200.0	0.2	0.2	0.6	0.4	100.0
112	100.0	200.0	0.2	0.2	0.6	0.4	100.0
113	100.0	200.0	0.2	0.2	0.6	0.4	100.0
114	100.0	200.0	0.2	0.2	0.6	0.4	100.0
115	100.0	200.0	0.2	0.2	0.6	0.4	100.0
116	100.0	200.0	0.2	0.2	0.6	0.2	100.0
117	100.0	200.0	0.2	0.2	0.6	0.2	100.0
118	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
119	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
120	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
121	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
122	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
123	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
124	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
125	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
126	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
127	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
128	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
129	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
130	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
131	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
132	100.0	200.0	0.2	0.2	0.6	0.2	100.0	400.0
133	100.0	500.0	0.2	0.2	0.6	0.2	100.0	400.0
134	100.0	500.0	0.2	0.2	0.6	0.25	100.0	400.0
135	100.0	500.0	0.2	0.2	0.6	0.25	50.0	400.0
136	100.0	500.0	0.2	0.2	0.6	0.25	50.0	400.0
137	100.0	500.0	0.2	0.2	0.6	0.25	50.0	400.0
138	100.0	500.0	0.2	0.2	0.6	0.25	50.0	400.0
139	100.0	500.0	0.2	0.2	0.6	0.25	50.0	400.0
140	100.0	200.0	0.2	0.2	0.6	0.25	50.0	400.0
141	100.0	200.0	0.2	0.2	0.6	0.25	50.0	400.0
142	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
143	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
144	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
145	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
146	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
147	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
148	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
149	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
149	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
149	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
150	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
151	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
152	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
