0.99988,0.00002,0.00002,0.00002,0.00002,0.00002,0.00002,0,0,0,0,0,0,0,0,0,0,0,0
0.00002,0.99998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00002,0,0.99998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00002,0,0,0.99998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00002,0,0,0,0.99998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00002,0,0,0,0,0.99998,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00002,0,0,0,0,0,0.99998,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.99998,0.00002,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.00002,0.99998,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.99998,0.00002,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.00002,0.99998,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.99998,0.00002,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00002,0.99998,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.99998,0.00002,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.99998,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99998,0.00002,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.99998,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99998,0.00002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00002,0.99998
